Group,Mouse ID,Sex,PFOA,PFOS,PFBA,PFPeA,PFHxA,PFHpA,PFNA,PFDA,PFUdA,PFDoA,PFTrDA,PFTeDA,PFBS,PFPeS,PFHxS,PFHpS,PFNS,PFDS,4_2-FTS,6_2_FTS,8_2-FTS,N-MeFOSAA,N-EtFOSAA,,FOSA
PFOA 0.5,FA172,Female,61.03986316,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.241580325,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 0.5,FA173,Female,58.67868748,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.218206848,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 0.5,FA174,Female,44.19103285,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.257513825,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 0.5,FA175,Female,56.37040632,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.204736594,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 0.5,FA176,Female,53.81851135,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.228167213,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1,FA177,Female,91.63851768,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1,FA178,Female,96.85089263,<MDL,<MDL,<MDL,<MDL,0.294045295,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1,FA179,Female,89.89518278,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1,FA180,Female,67.40095534,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1,FA181,Female,74.6112214,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1,FA182,Female,79.01030995,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1,FA183,Female,91.34609262,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1,FA184,Female,78.67308263,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1.5,FA185,Female,101.826582,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1.5,FA186,Female,100.9472434,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1.5,FA187,Female,91.25659437,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1.5,FA188,Female,109.1364465,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1.5,FA189,Female,110.865484,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1.5,FA190,Female,106.3979412,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1.5,FA191,Female,125.2851604,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOA 1.5,FA192,Female,122.5404644,<MDL,<MDL,<MDL,<MDL,0.228330739,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 0.166,FS193,Female,<MDL,58.2598031,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.178302639,0.651272264,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 0.166,FS194,Female,<MDL,55.69864858,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.161310621,0.599035341,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 0.166,FS195,Female,<MDL,53.61617532,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.14169368,0.580268609,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 0.166,FS196,Female,<MDL,36.37977651,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.362653858,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 0.166,FS197,Female,<MDL,49.1572097,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.136539948,0.556324785,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 0.166,FS198,Female,<MDL,46.42905262,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.197313719,0.576540153,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 0.166,FS199,Female,<MDL,51.75953386,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.164880679,0.49785977,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 0.166,FS200,Female,<MDL,44.78221233,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.145963183,0.477705928,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 0.5,FS201,Female,,,,,,,,,,,,,,,,,,,,,,,,,
PFOS 0.5,FS202,Female,<MDL,147.162063,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.352416174,1.499883667,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 0.5,FS203,Female,<MDL,179.2371108,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.478611687,1.866406683,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 0.5,FS204,Female,<MDL,142.6642886,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.449646245,1.608399971,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 0.5,FS205,Female,<MDL,178.9598219,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.406951095,1.857931791,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 0.5,FS206,Female,<MDL,168.794181,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,2.237328814,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 0.5,FS207,Female,<MDL,150.7843401,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,2.267917938,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 0.5,FS208,Female,<MDL,161.5095126,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,2.177747185,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1,FS209,Female,<MDL,335.370382,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.018167715,4.084305958,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1,FS210,Female,<MDL,305.7899842,<MDL,<MDL,<MDL,0.229331747,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.011407551,3.602181499,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1,FS211,Female,<MDL,294.9778757,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.071357188,3.914196043,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1,FS212,Female,<MDL,275.6246954,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.768596257,3.078276734,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1,FS213,Female,<MDL,336.6168748,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.329069221,<MDL,0.853974082,4.482412033,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1,FS214,Female,<MDL,346.038748,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.013585728,4.940597961,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1,FS215,Female,<MDL,374.3386823,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.866581929,4.963151682,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1,FS216,Female,<MDL,339.6059329,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.168782058,5.328302215,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1.5,FS217,Female,<MDL,243.605952,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,2.193019989,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1.5,FS218,Female,<MDL,451.0102106,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.439464306,5.702465911,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1.5,FS219,Female,<MDL,224.1419299,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,0.797988176,2.613801569,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1.5,FS220,Female,<MDL,540.6634416,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.753030167,6.544751205,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1.5,FS221,Female,<MDL,450.1845908,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.219501603,5.123417999,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1.5,FS222,Female,<MDL,484.4936181,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.28029033,6.567821523,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1.5,FS223,Female,<MDL,232.2929174,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,2.212426025,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
PFOS 1.5,FS224,Female,<MDL,434.1245982,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,1.175727378,5.095386549,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,<MDL,,<MDL
